Project_ID,MP_ID,State,Constituency,Project_Category,Project_Description,Sanctioned_Amount,Sanction_Date,Expected_Completion_Date,Actual_Completion_Date,Contractor_ID,Project_Status
P00071751,MP0077,West Bengal,KOLKATA-2,Road,Village road construction,570000,2025-08-16,2025-12-22,2025-12-14,V039483,Completed
P00071752,MP0094,Madhya Pradesh,UJJAIN-4,Agriculture,Farmer support infrastructure,6560000,2025-03-23,2025-08-01,2025-07-20,V006269,Completed
P00071753,MP0059,Uttar Pradesh,AGRA-4,Public Infrastructure,Public building construction,4490000,2025-08-01,2026-03-11,2026-02-09,V022855,Completed
P00071754,MP0025,Rajasthan,JODHPUR-4,Public Infrastructure,Public facility improvement,5740000,2025-06-08,2026-02-25,2026-02-11,V000615,Completed
P00071755,MP0012,Maharashtra,SATARA-5,Public Infrastructure,Public facility improvement,5140000,2025-01-23,2025-10-07,2025-09-15,V041646,Completed
P00071756,MP0085,West Bengal,KOLKATA-1,Public Infrastructure,Infrastructure development,4740000,2025-04-10,2025-12-11,2025-11-19,V030546,Completed
P00071757,MP0088,Madhya Pradesh,INDORE-4,Water Supply,Water supply improvement,3890000,2025-07-20,2025-11-05,2025-10-19,V039266,Completed
P00071758,MP0026,Telangana,WARANGAL-3,Community Development,Public facility development,4350000,2025-07-08,2026-02-06,2026-01-19,V036251,Completed
P00071759,MP0076,Karnataka,KALABURAGI-2,Road,Internal road development,4780000,2025-08-15,2026-05-03,2026-04-12,V018691,Completed
P00071760,MP0037,Madhya Pradesh,UJJAIN-2,Community Development,Public facility development,1890000,2025-04-19,2025-08-16,,V021385,Ongoing
P00071761,MP0085,West Bengal,KOLKATA-1,Community Development,Public facility development,6790000,2025-03-08,2025-07-23,2025-07-17,V026227,Completed
P00071762,MP0023,Bihar,PATNA-3,Public Infrastructure,Public building construction,4150000,2025-06-09,2025-11-17,2025-11-16,V007908,Completed
P00071763,MP0065,Tamil Nadu,CHENNAI-1,Education,School infrastructure improvement,780000,2025-06-12,2026-01-09,2025-12-25,V018530,Completed
P00071764,MP0045,Tamil Nadu,MADURAI-2,Sports,Community sports facility,5020000,2025-06-19,2026-03-07,2026-02-14,V036826,Completed
P00071765,MP0074,Maharashtra,LATUR-4,Public Infrastructure,Infrastructure development,2330000,2025-05-09,2025-08-16,2025-08-06,V005228,Completed
P00071766,MP0035,Rajasthan,JAIPUR-3,Electricity,Solar lighting installation,8020000,2025-01-18,2025-08-01,,V021410,Ongoing
P00071767,MP0048,Bihar,AURANGABAD-4,Healthcare,Medical equipment purchase,4000000,2025-08-15,2026-02-20,,V038824,Ongoing
P00071768,MP0028,West Bengal,SILIGURI-5,Water Supply,Drinking water facility,1790000,2025-07-08,2025-11-30,2025-11-15,V049423,Completed
P00071769,MP0001,Karnataka,BELAGAVI-3,Education,School classroom construction,4110000,2025-06-10,2025-12-12,2025-11-28,V038718,Completed
P00071770,MP0072,Madhya Pradesh,INDORE-1,Healthcare,Health centre infrastructure,7230000,2025-08-08,2026-01-13,,V000673,Ongoing
P00071771,MP0041,Maharashtra,LATUR-3,Road,Rural connectivity road,2880000,2025-08-12,2026-04-25,,V024004,Ongoing
P00071772,MP0023,Bihar,PATNA-3,Community Development,Community hall construction,6610000,2025-05-21,2025-10-01,2025-09-05,V017310,Completed
P00071773,MP0084,Karnataka,BELAGAVI-4,Education,School infrastructure improvement,1700000,2025-08-28,2026-02-23,,V021008,Ongoing
P00071774,MP0032,Karnataka,MYSURU-4,Public Infrastructure,Infrastructure development,3020000,2025-04-19,2025-10-27,2025-09-29,V001533,Completed
P00071775,MP0087,Rajasthan,JAIPUR-2,Sanitation,Sanitation infrastructure,8710000,2025-08-31,2026-01-13,2025-12-28,V011803,Completed
P00071776,MP0007,Bihar,BHAGALPUR-5,Public Infrastructure,Public facility improvement,6870000,2025-08-25,2026-04-01,,V001164,Ongoing
P00071777,MP0075,Tamil Nadu,MADURAI-1,Water Supply,Water supply improvement,7300000,2025-03-14,2025-11-17,2025-11-01,V004830,Completed
P00071778,MP0055,Tamil Nadu,MADURAI-3,Healthcare,Medical equipment purchase,2770000,2025-07-15,2026-02-10,,V005344,Ongoing
P00071779,MP0072,Madhya Pradesh,INDORE-1,Public Infrastructure,Public facility improvement,5610000,2025-04-22,2025-10-08,,V031401,Ongoing
P00071780,MP0043,Bihar,PATNA-2,Water Supply,Water supply improvement,2760000,2025-06-04,2026-02-17,2026-02-16,V001151,Completed
P00071781,MP0014,West Bengal,DURGAPUR-5,Road,Road repair and improvement,1090000,2025-03-02,2025-07-26,2025-08-26,V010351,Delayed
P00071782,MP0014,West Bengal,DURGAPUR-5,Sports,Sports ground development,5120000,2025-05-11,2025-09-02,2025-08-26,V027160,Completed
P00071783,MP0100,Maharashtra,NASHIK-5,Water Supply,Construction of water tank,8190000,2025-05-17,2025-10-15,,V027548,Ongoing
P00071784,MP0041,Maharashtra,LATUR-3,Sports,Playground construction,1100000,2025-07-09,2026-03-08,2026-02-28,V022754,Completed
P00071785,MP0091,Madhya Pradesh,BHOPAL-1,Public Infrastructure,Public facility improvement,9200000,2025-07-16,2025-10-22,,V002922,Ongoing
P00071786,MP0084,Karnataka,BELAGAVI-4,Water Supply,Pipeline installation,7050000,2025-01-14,2025-05-18,2025-11-10,V017450,Delayed
P00071787,MP0089,Madhya Pradesh,UJJAIN-5,Road,Internal road development,7420000,2025-03-19,2025-09-20,2025-08-21,V024150,Completed
P00071788,MP0093,West Bengal,HOWRAH-3,Agriculture,Farmer support infrastructure,4440000,2025-03-08,2025-09-19,,V027729,Ongoing
P00071789,MP0014,West Bengal,DURGAPUR-5,Healthcare,Community health facility,6480000,2025-02-28,2025-11-24,,V031118,Ongoing
P00071790,MP0028,West Bengal,SILIGURI-5,Healthcare,Health centre infrastructure,8400000,2025-03-03,2025-10-06,2025-09-28,V021235,Completed
P00071791,MP0030,Telangana,HYDERABAD-1,Sanitation,Waste management facility,9170000,2025-05-31,2025-09-12,2025-08-21,V035055,Completed
P00071792,MP0079,West Bengal,KOLKATA-5,Public Infrastructure,Public building construction,5510000,2025-07-06,2026-03-04,,V022607,Ongoing
P00071793,MP0054,Karnataka,BELAGAVI-3,Agriculture,Irrigation development,3200000,2025-04-02,2025-10-10,2025-10-07,V009018,Completed
P00071794,MP0059,Uttar Pradesh,AGRA-4,Road,Village road construction,4110000,2025-08-12,2025-12-12,2025-11-22,V030273,Completed
P00071795,MP0085,West Bengal,KOLKATA-1,Education,Library construction,4940000,2025-04-23,2025-12-01,2025-11-19,V033729,Completed
P00071796,MP0012,Maharashtra,SATARA-5,Electricity,Street lighting installation,6940000,2025-02-21,2025-11-09,,V012049,Ongoing
P00071797,MP0075,Tamil Nadu,MADURAI-1,Sports,Playground construction,3080000,2025-01-17,2025-07-22,,V019277,Ongoing
P00071798,MP0039,Tamil Nadu,TIRUCHIRAPPALLI-2,Road,Road repair and improvement,7060000,2025-03-11,2025-12-06,2025-12-01,V047822,Completed
P00071799,MP0070,Telangana,NIZAMABAD-4,Road,Village road construction,6540000,2025-02-25,2025-08-01,2025-11-03,V027380,Completed
P00071800,MP0067,Gujarat,RAJKOT-4,Sanitation,Drainage improvement,8840000,2025-07-03,2025-11-22,2025-11-17,V009872,Completed
P00071801,MP0015,Karnataka,BELAGAVI-2,Electricity,Street lighting installation,6710000,2025-06-29,2025-10-03,2025-09-18,V044847,Completed
P00071802,MP0098,Uttar Pradesh,PRAYAGRAJ-1,Education,School laboratory development,6550000,2025-02-23,2025-07-03,2025-07-02,V036841,Completed
P00071803,MP0004,Maharashtra,PUNE-1,Healthcare,Primary health centre development,2230000,2025-07-17,2025-10-17,2025-10-11,V041174,Completed
P00071804,MP0098,Uttar Pradesh,PRAYAGRAJ-1,Community Development,Community hall construction,2620000,2025-01-27,2025-05-05,2025-05-01,V025301,Completed
P00071805,MP0044,Karnataka,BELAGAVI-4,Electricity,Street lighting installation,1060000,2025-05-15,2025-08-26,2025-11-01,V046908,Delayed
P00071806,MP0039,Tamil Nadu,TIRUCHIRAPPALLI-2,Agriculture,Agricultural storage facility,7020000,2025-03-20,2025-09-12,,V034226,Ongoing
P00071807,MP0070,Telangana,NIZAMABAD-4,Sports,Sports ground development,7050000,2025-05-30,2026-02-09,,V021219,Ongoing
P00071808,MP0086,Bihar,MUZAFFARPUR-3,Healthcare,Health centre infrastructure,8750000,2025-02-17,2025-10-08,2025-09-22,V004563,Completed
P00071809,MP0037,Madhya Pradesh,UJJAIN-2,Community Development,Village development work,8070000,2025-03-27,2025-11-15,2025-10-31,V032526,Completed
P00071810,MP0058,Uttar Pradesh,KANPUR-1,Public Infrastructure,Infrastructure development,930000,2025-03-07,2025-10-21,2025-10-01,V000244,Completed
P00071811,MP0032,Karnataka,MYSURU-4,Electricity,Street lighting installation,1620000,2025-02-12,2025-11-07,,V020750,Ongoing
P00071812,MP0028,West Bengal,SILIGURI-5,Community Development,Public facility development,4840000,2025-06-28,2025-11-30,,V004207,Ongoing
P00071813,MP0090,Tamil Nadu,COIMBATORE-1,Education,Library construction,5530000,2025-04-08,2025-10-19,2025-11-22,V014445,Delayed
P00071814,MP0004,Maharashtra,PUNE-1,Agriculture,Irrigation development,660000,2025-06-14,2025-10-13,2025-09-17,V033207,Completed
P00071815,MP0010,Karnataka,BELAGAVI-4,Agriculture,Agricultural storage facility,840000,2025-01-24,2025-10-08,2025-09-30,V001702,Completed
P00071816,MP0027,Bihar,MUZAFFARPUR-5,Healthcare,Medical equipment purchase,4080000,2025-02-28,2025-10-04,,V016762,Ongoing
P00071817,MP0084,Karnataka,BELAGAVI-4,Road,Village road construction,4810000,2025-02-02,2025-07-23,,V030481,Ongoing
P00071818,MP0036,Gujarat,RAJKOT-1,Public Infrastructure,Infrastructure development,4940000,2025-06-05,2025-11-20,2025-11-17,V032821,Completed
P00071819,MP0005,Bihar,MUZAFFARPUR-5,Community Development,Village development work,7340000,2025-01-01,2025-04-10,2025-03-11,V009558,Completed
P00071820,MP0081,Rajasthan,KOTA-2,Agriculture,Agricultural storage facility,6800000,2025-02-26,2025-08-13,,V003524,Ongoing
P00071821,MP0050,Karnataka,HUBBALLI-2,Healthcare,Medical equipment purchase,6080000,2025-07-05,2025-11-06,2025-10-27,V045352,Completed
P00071822,MP0032,Karnataka,MYSURU-4,Electricity,Street lighting installation,8460000,2025-02-25,2025-08-07,2025-08-06,V021931,Completed
P00071823,MP0099,Karnataka,BALLARI-2,Sanitation,Sanitation infrastructure,6580000,2025-08-25,2026-04-14,2026-03-28,V003187,Completed
P00071824,MP0023,Bihar,PATNA-3,Agriculture,Irrigation development,1530000,2025-05-11,2025-10-23,2025-09-30,V044027,Completed
P00071825,MP0077,West Bengal,KOLKATA-2,Water Supply,Water supply improvement,1230000,2025-07-11,2025-11-03,2025-10-06,V009064,Completed
P00071826,MP0061,Uttar Pradesh,AGRA-1,Sanitation,Sanitation infrastructure,5470000,2025-02-16,2025-10-19,2025-09-30,V023989,Completed
P00071827,MP0001,Karnataka,BELAGAVI-3,Electricity,Street lighting installation,7220000,2025-08-30,2026-05-07,2026-04-27,V041865,Completed
P00071828,MP0031,Gujarat,SURAT-4,Electricity,Solar lighting installation,5240000,2025-01-19,2025-07-23,2025-07-13,V042687,Completed
P00071829,MP0019,Bihar,AURANGABAD-1,Sanitation,Drainage improvement,4700000,2025-04-05,2025-11-01,2025-10-31,V015131,Completed
P00071830,MP0087,Rajasthan,JAIPUR-2,Sanitation,Drainage improvement,6600000,2025-01-05,2025-07-09,2025-07-08,V019609,Completed
P00071831,MP0054,Karnataka,BELAGAVI-3,Sports,Community sports facility,9120000,2025-02-20,2025-09-21,2025-08-27,V023483,Completed
P00071832,MP0034,Karnataka,BALLARI-5,Electricity,Electricity infrastructure,2290000,2025-08-06,2026-04-26,2026-04-11,V022539,Completed
P00071833,MP0004,Maharashtra,PUNE-1,Road,Internal road development,1360000,2025-07-06,2025-12-10,2025-11-26,V035476,Completed
P00071834,MP0048,Bihar,AURANGABAD-4,Community Development,Village development work,5530000,2025-02-04,2025-06-10,2025-06-03,V041489,Completed
P00071835,MP0048,Bihar,AURANGABAD-4,Road,Internal road development,3030000,2025-07-21,2025-10-23,2025-12-12,V017284,Completed
P00071836,MP0049,Rajasthan,AJMER-5,Public Infrastructure,Infrastructure development,4040000,2025-07-11,2026-02-24,2026-01-31,V047591,Completed
P00071837,MP0060,Telangana,HYDERABAD-1,Electricity,Electricity infrastructure,8380000,2025-02-17,2025-09-27,,V008672,Ongoing
P00071838,MP0044,Karnataka,BELAGAVI-4,Education,School classroom construction,5950000,2025-04-22,2026-01-04,,V044118,Ongoing
P00071839,MP0034,Karnataka,BALLARI-5,Road,Village road construction,3220000,2025-07-26,2026-02-14,2026-02-13,V012299,Completed
P00071840,MP0094,Madhya Pradesh,UJJAIN-4,Healthcare,Community health facility,7230000,2025-03-25,2025-09-16,2026-02-08,V028505,Delayed
P00071841,MP0056,Telangana,WARANGAL-5,Education,School laboratory development,3190000,2025-06-27,2026-02-08,,V003678,Ongoing
P00071842,MP0074,Maharashtra,LATUR-4,Water Supply,Construction of water tank,3700000,2025-05-17,2026-01-31,,V021669,Ongoing
P00071843,MP0006,Tamil Nadu,MADURAI-5,Education,School classroom construction,6790000,2025-07-08,2026-02-19,2026-04-29,V019104,Delayed
P00071844,MP0076,Karnataka,KALABURAGI-2,Agriculture,Agricultural storage facility,6950000,2025-03-24,2025-07-16,2025-06-29,V025410,Completed
P00071845,MP0076,Karnataka,KALABURAGI-2,Electricity,Solar lighting installation,6130000,2025-05-17,2025-11-19,2026-01-05,V049707,Delayed
P00071846,MP0082,Rajasthan,JODHPUR-3,Sanitation,Waste management facility,2700000,2025-01-05,2025-08-20,2025-08-04,V015172,Completed
P00071847,MP0036,Gujarat,RAJKOT-1,Public Infrastructure,Public building construction,2150000,2025-06-30,2025-09-30,2025-09-24,V031993,Completed
P00071848,MP0035,Rajasthan,JAIPUR-3,Sanitation,Waste management facility,6660000,2025-04-28,2025-10-04,2025-09-12,V030322,Completed
P00071849,MP0025,Rajasthan,JODHPUR-4,Agriculture,Irrigation development,5600000,2025-03-19,2025-10-08,2025-09-17,V017265,Completed
P00071850,MP0049,Rajasthan,AJMER-5,Water Supply,Water supply improvement,7450000,2025-06-29,2025-11-18,2025-11-06,V041288,Completed
P00071851,MP0055,Tamil Nadu,MADURAI-3,Community Development,Community hall construction,9280000,2025-01-15,2025-08-08,2025-07-10,V041931,Completed
P00071852,MP0041,Maharashtra,LATUR-3,Electricity,Solar lighting installation,7540000,2025-05-16,2025-09-30,2025-09-10,V031572,Completed
P00071853,MP0057,West Bengal,SILIGURI-2,Education,School infrastructure improvement,700000,2025-05-29,2025-10-17,2025-09-23,V000098,Completed
P00071854,MP0022,Tamil Nadu,MADURAI-3,Public Infrastructure,Public building construction,4840000,2025-06-02,2025-10-06,2026-02-19,V025272,Completed
P00071855,MP0094,Madhya Pradesh,UJJAIN-4,Water Supply,Construction of water tank,7240000,2025-07-31,2025-12-17,,V025869,Ongoing
P00071856,MP0044,Karnataka,BELAGAVI-4,Community Development,Community hall construction,9060000,2025-06-28,2026-02-17,2026-02-14,V021311,Completed
P00071857,MP0029,Rajasthan,JODHPUR-2,Water Supply,Construction of water tank,4650000,2025-01-03,2025-07-31,,V037165,Ongoing
P00071858,MP0071,Tamil Nadu,SALEM-2,Sports,Playground construction,1380000,2025-06-19,2026-02-16,2026-01-29,V046992,Completed
P00071859,MP0048,Bihar,AURANGABAD-4,Sanitation,Drainage improvement,4880000,2025-04-02,2025-07-13,2025-06-18,V012216,Completed
P00071860,MP0003,Tamil Nadu,CHENNAI-5,Public Infrastructure,Public building construction,5580000,2025-03-19,2025-10-19,,V014785,Ongoing
P00071861,MP0085,West Bengal,KOLKATA-1,Sanitation,Sanitation infrastructure,1580000,2025-08-14,2026-02-07,2026-01-25,V045172,Completed
P00071862,MP0045,Tamil Nadu,MADURAI-2,Road,Rural connectivity road,8580000,2025-07-25,2026-03-28,,V030154,Ongoing
P00071863,MP0020,Gujarat,BHAVNAGAR-2,Public Infrastructure,Public facility improvement,6150000,2025-05-17,2026-02-04,2026-01-23,V019962,Completed
P00071864,MP0073,Tamil Nadu,CHENNAI-3,Public Infrastructure,Public facility improvement,5480000,2025-07-07,2026-01-01,2025-12-06,V019469,Completed
P00071865,MP0036,Gujarat,RAJKOT-1,Sanitation,Community toilet construction,4360000,2025-02-19,2025-07-17,,V042677,Ongoing
P00071866,MP0060,Telangana,HYDERABAD-1,Agriculture,Irrigation development,7190000,2025-04-25,2025-10-31,,V022753,Ongoing
P00071867,MP0078,Karnataka,BENGALURU-2,Water Supply,Construction of water tank,1870000,2025-02-05,2025-08-09,,V005231,Ongoing
P00071868,MP0018,Rajasthan,JODHPUR-3,Water Supply,Construction of water tank,8540000,2025-01-11,2025-08-12,2025-07-21,V042358,Completed
P00071869,MP0097,Madhya Pradesh,INDORE-4,Healthcare,Medical equipment purchase,8790000,2025-02-16,2025-11-09,2025-10-30,V012793,Completed
P00071870,MP0066,Tamil Nadu,CHENNAI-1,Electricity,Electricity infrastructure,4160000,2025-03-03,2025-09-21,2025-09-19,V038144,Completed
P00071871,MP0031,Gujarat,SURAT-4,Public Infrastructure,Public building construction,2250000,2025-02-04,2025-05-17,,V017960,Ongoing
P00071872,MP0086,Bihar,MUZAFFARPUR-3,Sports,Community sports facility,1290000,2025-03-14,2025-10-31,2025-10-01,V047531,Completed
P00071873,MP0009,Madhya Pradesh,INDORE-2,Electricity,Electricity infrastructure,6530000,2025-02-15,2025-07-05,2025-06-14,V044340,Completed
P00071874,MP0020,Gujarat,BHAVNAGAR-2,Public Infrastructure,Public facility improvement,5350000,2025-03-11,2025-06-18,,V030608,Ongoing
P00071875,MP0020,Gujarat,BHAVNAGAR-2,Electricity,Solar lighting installation,900000,2025-08-05,2025-11-06,,V041515,Ongoing
P00071876,MP0047,West Bengal,SILIGURI-2,Water Supply,Construction of water tank,3190000,2025-07-03,2026-01-14,2025-12-26,V017273,Completed
P00071877,MP0001,Karnataka,BELAGAVI-3,Road,Village road construction,1610000,2025-04-08,2025-12-16,,V049232,Ongoing
P00071878,MP0094,Madhya Pradesh,UJJAIN-4,Healthcare,Medical equipment purchase,4360000,2025-08-19,2025-12-10,2025-11-22,V008883,Completed
P00071879,MP0083,Gujarat,VADODARA-4,Water Supply,Pipeline installation,8120000,2025-04-08,2025-09-25,,V036161,Ongoing
P00071880,MP0100,Maharashtra,NASHIK-5,Sports,Community sports facility,7620000,2025-06-18,2025-10-28,2025-10-08,V010684,Completed
P00071881,MP0014,West Bengal,DURGAPUR-5,Agriculture,Farmer support infrastructure,1150000,2025-02-05,2025-06-16,,V020504,Ongoing
P00071882,MP0001,Karnataka,BELAGAVI-3,Community Development,Community hall construction,6340000,2025-04-09,2025-08-23,2025-08-14,V035638,Completed
P00071883,MP0069,Uttar Pradesh,LUCKNOW-4,Public Infrastructure,Infrastructure development,7870000,2025-03-02,2025-11-18,2025-11-10,V017326,Completed
P00071884,MP0010,Karnataka,BELAGAVI-4,Sanitation,Waste management facility,3440000,2025-07-28,2026-02-04,2026-01-30,V036628,Completed
P00071885,MP0073,Tamil Nadu,CHENNAI-3,Sports,Community sports facility,1450000,2025-08-24,2026-02-05,,V005098,Ongoing
P00071886,MP0049,Rajasthan,AJMER-5,Community Development,Public facility development,6410000,2025-02-03,2025-10-28,,V000433,Ongoing
P00071887,MP0014,West Bengal,DURGAPUR-5,Electricity,Street lighting installation,4270000,2025-07-19,2025-11-27,,V043022,Ongoing
P00071888,MP0060,Telangana,HYDERABAD-1,Education,School classroom construction,2130000,2025-05-29,2025-11-26,2026-03-18,V001665,Completed
P00071889,MP0082,Rajasthan,JODHPUR-3,Sports,Community sports facility,1550000,2025-07-10,2025-12-02,,V010326,Ongoing
P00071890,MP0042,Maharashtra,SOLAPUR-3,Sanitation,Sanitation infrastructure,2360000,2025-03-18,2025-07-06,2025-06-12,V031477,Completed
P00071891,MP0059,Uttar Pradesh,AGRA-4,Sports,Playground construction,4920000,2025-05-27,2025-10-02,2025-09-28,V048967,Completed
P00071892,MP0025,Rajasthan,JODHPUR-4,Community Development,Public facility development,7800000,2025-06-08,2026-02-05,2026-01-06,V020863,Completed
